job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
1279,Business Analyst,MNC,Healthcare,Germany,Onsite,Entry,4,Bachelor,1,1,1,1,0,100479,5,2022,High,2
1282,Machine Learning Engineer,Enterprise,Retail,India,Hybrid,Entry,4,Master,1,1,1,0,1,87948,4,2025,Medium,4
1619,Machine Learning Engineer,Enterprise,Technology,UK,Onsite,Entry,4,Master,1,1,0,1,1,101761,8,2023,Medium,3
1796,Data Engineer,Enterprise,Education,India,Hybrid,Entry,4,Master,0,1,1,1,1,86026,2,2026,High,2
2126,Business Analyst,MNC,Healthcare,USA,Hybrid,Entry,4,Master,1,0,1,0,1,98636,10,2023,Medium,3
2353,Machine Learning Engineer,Enterprise,Education,USA,Hybrid,Entry,4,Master,0,1,1,1,1,104648,7,2022,Medium,4
3222,Machine Learning Engineer,Enterprise,E-commerce,USA,Remote,Entry,4,Master,1,1,0,1,1,111616,12,2024,Medium,2
3534,Data Engineer,MNC,Healthcare,USA,Hybrid,Entry,4,Master,1,1,0,1,1,94210,4,2021,Low,1
3578,Machine Learning Engineer,Medium,Retail,Canada,Hybrid,Entry,4,Bachelor,1,1,1,1,1,120000,4,2024,High,3
3615,Data Analyst,MNC,Finance,India,Hybrid,Entry,4,Master,1,1,1,1,0,96622,6,2022,High,1
4113,Data Analyst,Startup,Retail,UK,Onsite,Entry,4,Master,1,1,1,1,1,80409,2,2026,High,1
4163,Data Analyst,Enterprise,Finance,Singapore,Hybrid,Entry,4,Master,1,0,0,1,1,79553,9,2024,Medium,1
4431,Data Analyst,Enterprise,Education,India,Remote,Entry,4,Master,1,1,1,1,1,85721,4,2022,High,1
4481,Machine Learning Engineer,Enterprise,Healthcare,UK,Remote,Entry,4,Bachelor,1,0,1,0,1,101429,6,2023,Medium,1
4720,Data Analyst,Startup,Technology,Canada,Onsite,Entry,4,Bachelor,1,1,1,1,1,93654,9,2021,High,2
4957,Machine Learning Engineer,Medium,Healthcare,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,119821,3,2021,Low,1
5355,Machine Learning Engineer,Startup,Retail,USA,Remote,Entry,4,Master,1,1,1,0,1,113142,6,2021,Low,1
5654,Data Analyst,Startup,Retail,Germany,Remote,Entry,4,Bachelor,0,1,1,0,1,77823,4,2021,Low,3
5763,Business Analyst,Medium,Technology,UK,Onsite,Entry,4,Bachelor,0,1,1,1,1,89541,7,2024,High,3
6014,AI Engineer,MNC,E-commerce,Australia,Hybrid,Entry,4,Master,1,1,1,1,1,120000,8,2021,Medium,4
7169,Machine Learning Engineer,Startup,E-commerce,Germany,Hybrid,Entry,4,Master,1,1,1,1,0,105861,2,2023,Medium,1
7224,Data Analyst,Medium,Healthcare,Germany,Hybrid,Entry,4,Bachelor,0,1,1,1,1,79394,11,2023,Medium,1
7233,Data Analyst,Medium,Education,India,Remote,Entry,4,Master,1,1,1,1,1,86275,2,2026,High,4
7474,Business Analyst,Enterprise,Retail,Singapore,Onsite,Entry,4,Bachelor,0,1,1,0,1,79713,10,2024,Low,2
8282,Data Scientist,Medium,Technology,Canada,Remote,Entry,4,Bachelor,0,1,1,1,1,78252,10,2021,Medium,1
8676,AI Engineer,Enterprise,Education,India,Remote,Entry,4,Master,0,1,1,1,1,108362,3,2023,Low,2
8777,AI Engineer,Medium,E-commerce,India,Hybrid,Entry,4,Bachelor,1,1,0,1,1,116589,2,2023,Medium,2
9110,Business Analyst,MNC,Retail,India,Remote,Entry,4,Bachelor,1,1,1,1,1,99327,8,2022,High,1
9314,AI Engineer,MNC,Education,Canada,Onsite,Entry,4,Master,1,1,0,1,1,120000,9,2020,Medium,1
9498,Data Engineer,Startup,E-commerce,Germany,Remote,Entry,4,Bachelor,0,1,1,1,1,91002,5,2025,High,1
9873,Data Analyst,MNC,Healthcare,Canada,Remote,Entry,4,Bachelor,1,0,0,0,1,78423,8,2021,Low,4
9879,Business Analyst,MNC,E-commerce,USA,Remote,Entry,4,Bachelor,1,1,0,0,1,81060,7,2022,Medium,1
10038,AI Engineer,MNC,Retail,Germany,Onsite,Entry,4,Bachelor,1,1,0,0,0,109768,8,2025,Medium,1
10073,Machine Learning Engineer,Enterprise,Finance,USA,Onsite,Entry,4,Bachelor,1,1,1,1,0,103402,8,2021,Medium,1
11425,AI Engineer,Medium,Finance,Australia,Remote,Entry,4,Master,0,1,1,1,1,102651,2,2020,Medium,2
1322,Machine Learning Engineer,Enterprise,Technology,Canada,Hybrid,Entry,4,Master,1,1,1,0,1,116638,8,2025,High,1
7266,AI Engineer,MNC,Education,USA,Remote,Entry,4,Master,1,1,1,0,1,120000,4,2024,Low,2
9541,Data Scientist,Enterprise,E-commerce,USA,Onsite,Entry,4,Bachelor,0,1,1,1,1,120000,10,2021,High,1
7691,Data Engineer,Enterprise,Healthcare,Germany,Onsite,Entry,4,Bachelor,0,1,1,1,1,81689,1,2020,Low,4
3274,Data Analyst,Medium,Finance,UK,Onsite,Entry,4,Master,1,1,1,1,0,101292,1,2025,Low,2
7933,Data Engineer,Medium,Finance,UK,Onsite,Entry,4,Bachelor,1,1,1,1,1,119527,2,2026,High,4
6038,Data Scientist,Startup,Healthcare,USA,Remote,Entry,4,Master,1,1,0,1,1,96264,9,2020,Medium,2
0,Data Scientist,Enterprise,Retail,USA,Onsite,Entry,4,Bachelor,0,1,1,1,0,77952,1,2020,High,2
3628,Data Scientist,Medium,Education,Australia,Hybrid,Entry,4,Bachelor,1,1,1,1,1,116262,1,2021,High,1
11256,Data Engineer,Startup,Finance,Canada,Remote,Entry,4,Master,1,1,1,1,1,120000,1,2024,High,4
11554,Data Scientist,MNC,Technology,Canada,Onsite,Entry,4,Master,1,0,1,1,1,120000,12,2023,High,3
0,AI Engineer,Medium,Technology,Singapore,Remote,Entry,4,Master,1,1,0,1,0,120000,2,2020,High,1
8771,Data Analyst,Enterprise,Retail,India,Hybrid,Entry,4,Master,0,0,1,0,1,120000,1,2024,Low,1
10613,Data Scientist,Startup,Retail,India,Remote,Entry,4,Master,1,1,1,1,1,96999,1,2021,High,2
9100,Data Scientist,Enterprise,Education,Germany,Onsite,Entry,4,Master,1,0,1,1,1,112990,4,2025,Low,3
4718,Data Analyst,MNC,Retail,Germany,Onsite,Entry,4,Master,1,1,1,1,0,89957,5,2025,Medium,1
0,Data Analyst,Enterprise,Retail,USA,Remote,Entry,4,Master,1,1,0,1,1,120000,11,2024,High,1
8552,Data Scientist,Medium,Finance,Australia,Remote,Entry,4,Master,1,1,1,1,1,99480,9,2022,High,1
0,Business Analyst,Startup,Finance,Singapore,Onsite,Entry,4,Bachelor,1,1,1,0,1,77250,1,2022,Low,1
17807,AI Engineer,Startup,E-commerce,UK,Remote,Entry,4,Master,1,1,0,1,1,120000,6,2020,High,2
0,Data Analyst,MNC,Healthcare,India,Hybrid,Entry,4,Master,0,0,1,0,1,88563,6,2021,High,1
3498,Data Scientist,Medium,Education,Germany,Remote,Entry,4,Master,1,1,1,1,1,120000,7,2025,High,1
0,Machine Learning Engineer,MNC,Finance,India,Onsite,Entry,4,Master,0,1,1,1,1,119839,1,2023,High,4
11207,AI Engineer,MNC,E-commerce,USA,Onsite,Entry,4,Master,1,0,1,1,1,88086,12,2023,Low,1
0,AI Engineer,MNC,Education,Germany,Hybrid,Entry,4,Bachelor,0,1,1,0,1,120000,12,2020,High,1
10455,Data Scientist,Medium,Healthcare,Australia,Remote,Entry,4,Bachelor,1,1,1,1,1,103920,12,2020,Low,1
0,Data Analyst,MNC,Education,UK,Remote,Entry,4,Bachelor,1,1,1,0,1,101766,12,2020,Low,1
7910,Data Scientist,MNC,Healthcare,Germany,Remote,Entry,4,Master,1,1,0,1,1,104281,12,2020,Medium,1
8918,Business Analyst,Enterprise,Education,UK,Hybrid,Entry,4,Master,1,1,0,0,1,120000,1,2026,High,4
1367,AI Engineer,MNC,Healthcare,Germany,Remote,Entry,4,Master,0,1,0,1,0,120000,12,2020,High,1
1272,Machine Learning Engineer,MNC,Retail,USA,Hybrid,Entry,4,Bachelor,1,0,1,1,1,120000,1,2026,High,1
2464,AI Engineer,Enterprise,Education,USA,Hybrid,Entry,4,Master,0,1,1,1,1,99135,1,2023,High,1
8277,Business Analyst,Startup,Education,UK,Remote,Entry,4,Bachelor,1,1,0,1,1,70000,5,2020,Medium,4
1624,Data Scientist,Medium,Healthcare,USA,Remote,Entry,4,Master,1,0,0,1,1,70000,3,2020,Low,4
1840,Business Analyst,Medium,Healthcare,Australia,Onsite,Entry,4,Bachelor,0,1,1,1,1,79356,4,2023,Medium,4
3527,Business Analyst,MNC,Education,USA,Remote,Entry,4,Bachelor,1,1,1,0,0,86941,7,2020,Low,4
8479,Data Analyst,MNC,Finance,Singapore,Hybrid,Entry,4,Master,0,1,1,0,0,83437,8,2023,High,4
7673,Data Analyst,MNC,Education,Singapore,Onsite,Entry,4,Master,0,1,1,0,1,94538,5,2024,High,1
2432,Data Analyst,Medium,Finance,UK,Remote,Entry,4,Master,1,1,0,1,1,98049,1,2020,Medium,1
9309,Business Analyst,MNC,E-commerce,Singapore,Onsite,Entry,4,Bachelor,0,1,1,1,1,96567,6,2021,High,1
496,Data Analyst,Medium,Finance,Germany,Hybrid,Entry,4,Bachelor,1,1,1,1,1,79554,3,2021,Low,1
1578,Data Scientist,Enterprise,Finance,Singapore,Hybrid,Entry,4,Master,1,0,1,1,1,110925,1,2023,Low,1
10150,AI Engineer,MNC,Finance,UK,Remote,Entry,4,Master,1,1,0,0,1,111300,10,2025,High,1
2790,AI Engineer,MNC,Retail,India,Hybrid,Entry,4,Master,1,0,1,0,1,120000,3,2023,High,1
12269,Data Engineer,Startup,E-commerce,USA,Onsite,Entry,4,Master,1,1,1,1,1,70000,7,2025,High,1
8530,Data Scientist,MNC,Retail,Canada,Onsite,Entry,4,Bachelor,1,0,1,1,1,110021,11,2023,High,1
4932,Business Analyst,Enterprise,E-commerce,USA,Remote,Entry,4,Master,1,1,1,0,1,120000,1,2022,Medium,1
3134,Machine Learning Engineer,MNC,Finance,Canada,Onsite,Entry,4,Bachelor,1,1,1,1,1,84091,4,2025,Medium,1
7483,AI Engineer,Medium,Healthcare,USA,Onsite,Entry,4,Bachelor,1,1,1,1,1,120000,6,2023,High,1
4271,Machine Learning Engineer,Startup,Retail,India,Onsite,Entry,4,Master,0,1,0,1,1,116519,11,2023,High,1
5732,Business Analyst,MNC,Healthcare,USA,Remote,Entry,4,Bachelor,1,1,0,1,1,70000,1,2024,Medium,2
10294,Business Analyst,Medium,Finance,UK,Hybrid,Entry,4,Master,1,1,0,0,0,70000,9,2022,Low,2
4223,Machine Learning Engineer,Medium,Finance,Singapore,Hybrid,Entry,4,Master,1,1,1,0,1,113103,1,2021,Medium,2
4458,Machine Learning Engineer,Enterprise,E-commerce,USA,Onsite,Entry,4,Bachelor,1,1,1,0,1,102407,10,2025,Medium,3
9758,Data Analyst,Startup,Retail,USA,Hybrid,Entry,4,Master,1,0,1,1,1,78443,10,2023,High,2
9601,Machine Learning Engineer,Startup,E-commerce,Singapore,Onsite,Entry,4,Master,1,1,1,1,1,104565,10,2024,Medium,1
5573,AI Engineer,MNC,Finance,UK,Onsite,Entry,4,Master,1,1,1,0,1,113464,12,2024,Medium,2
0,Machine Learning Engineer,MNC,Healthcare,Australia,Hybrid,Entry,4,Bachelor,1,0,1,1,1,88642,5,2023,High,1
1574,Business Analyst,Enterprise,Retail,Australia,Onsite,Entry,4,Master,0,1,0,1,0,120000,9,2025,Low,1
3693,AI Engineer,MNC,Finance,UK,Onsite,Entry,4,Master,1,0,0,0,1,120000,12,2023,Medium,2
0,Machine Learning Engineer,Medium,E-commerce,Australia,Onsite,Entry,4,Bachelor,1,1,1,1,1,94084,2,2025,Medium,3
1687,Data Scientist,Medium,Retail,UK,Hybrid,Entry,4,Bachelor,1,1,1,1,1,76446,3,2026,High,3
2733,Data Scientist,MNC,Technology,Canada,Hybrid,Entry,4,Bachelor,1,1,1,1,1,109957,3,2026,High,3
126,AI Engineer,Startup,Healthcare,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,120000,10,2025,High,1
1919,Business Analyst,MNC,Retail,India,Remote,Entry,4,Master,1,1,1,0,1,76011,4,2020,High,2
2421,Machine Learning Engineer,Startup,E-commerce,USA,Remote,Entry,4,Bachelor,1,1,1,1,1,112449,5,2022,High,3
3710,Data Scientist,Startup,Technology,India,Remote,Entry,4,Bachelor,1,1,1,1,1,85745,3,2023,High,1
3889,Business Analyst,Medium,Education,USA,Remote,Entry,4,Master,1,1,1,0,1,78556,6,2023,High,3
4138,Data Analyst,MNC,Technology,USA,Onsite,Entry,4,Master,1,1,1,1,0,83457,9,2021,High,3
4280,Data Scientist,Enterprise,Healthcare,UK,Onsite,Entry,4,Bachelor,1,1,1,1,1,92698,4,2023,High,1
5741,AI Engineer,MNC,Education,UK,Remote,Entry,4,Master,0,1,1,1,1,120000,11,2021,High,3
6883,AI Engineer,Enterprise,Education,Australia,Hybrid,Entry,4,Master,1,1,1,1,1,112308,10,2025,High,1
8042,Data Analyst,Medium,Technology,USA,Remote,Entry,4,Master,0,1,0,1,1,78553,2,2020,High,1
8176,Data Analyst,Startup,Education,Germany,Remote,Entry,4,Master,0,1,1,1,1,78498,6,2021,High,1
9621,Business Analyst,MNC,Retail,USA,Hybrid,Entry,4,Bachelor,1,1,1,0,1,90732,7,2023,High,1
3067,Machine Learning Engineer,MNC,Healthcare,UK,Onsite,Entry,4,Master,0,1,1,1,0,106985,11,2023,Medium,3
6318,Data Analyst,MNC,Education,India,Hybrid,Entry,4,Master,1,1,1,1,1,98456,12,2020,Low,2
0,Business Analyst,Enterprise,Education,India,Onsite,Entry,4,Master,1,1,1,1,1,106203,1,2026,Low,1
5995,Data Analyst,Startup,Finance,USA,Remote,Entry,4,Master,1,1,1,1,1,116841,11,2022,Low,1
10307,Data Analyst,Enterprise,Healthcare,Australia,Hybrid,Entry,4,Master,1,1,1,1,1,103471,3,2026,Medium,1
13185,AI Engineer,Startup,Technology,USA,Remote,Entry,4,Bachelor,1,1,1,0,1,70000,9,2020,High,1
3149,Data Scientist,Enterprise,Retail,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,72272,8,2024,High,3
9856,Business Analyst,MNC,Education,Australia,Onsite,Entry,4,Master,0,1,0,0,0,74270,9,2024,High,1
7443,Data Analyst,Medium,Finance,Germany,Hybrid,Entry,4,Bachelor,1,0,1,1,0,70000,7,2023,High,2
0,Machine Learning Engineer,Startup,Technology,Germany,Hybrid,Entry,4,Bachelor,1,1,1,1,1,70000,12,2025,High,1
121,AI Engineer,Medium,Healthcare,Canada,Onsite,Entry,4,Bachelor,1,1,1,1,1,115179,9,2020,High,2
1053,Data Engineer,MNC,E-commerce,USA,Onsite,Entry,4,Bachelor,1,0,1,0,1,76304,2,2022,High,3
2068,Data Engineer,Startup,E-commerce,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,85359,3,2024,High,2
2090,Data Analyst,Medium,E-commerce,Germany,Remote,Entry,4,Bachelor,0,1,1,1,1,78496,5,2025,High,1
2272,AI Engineer,Medium,Technology,Australia,Onsite,Entry,4,Bachelor,1,1,1,1,1,112567,3,2025,High,3
2533,Business Analyst,Startup,Healthcare,USA,Hybrid,Entry,4,Bachelor,0,1,1,1,1,88345,10,2024,High,1
3094,Machine Learning Engineer,Enterprise,Technology,Singapore,Hybrid,Entry,4,Master,1,1,1,1,1,118460,5,2025,High,2
3489,Data Engineer,MNC,E-commerce,Germany,Remote,Entry,4,Bachelor,1,1,1,1,1,84694,7,2020,High,1
3542,Data Engineer,Medium,Education,India,Hybrid,Entry,4,Master,0,1,1,1,1,78379,5,2022,High,2
3674,Data Analyst,MNC,Finance,USA,Remote,Entry,4,Bachelor,1,1,0,1,1,90803,4,2020,High,1
3949,Machine Learning Engineer,Medium,Finance,Canada,Onsite,Entry,4,Bachelor,0,1,0,0,1,104106,7,2021,High,3
6575,AI Engineer,Enterprise,Healthcare,India,Remote,Entry,4,Bachelor,1,1,1,0,1,114691,1,2026,High,2
7163,Data Analyst,Startup,Education,Canada,Hybrid,Entry,4,Master,1,1,1,1,1,91306,5,2024,High,1
7396,AI Engineer,Medium,E-commerce,Canada,Hybrid,Entry,4,Bachelor,1,1,1,1,1,120000,4,2025,High,1
8509,AI Engineer,Enterprise,Healthcare,Singapore,Remote,Entry,4,Master,1,1,0,1,1,99694,7,2021,High,2
8769,Data Engineer,Startup,Finance,USA,Onsite,Entry,4,Master,0,1,1,1,1,80223,7,2022,High,2
9705,Data Scientist,Enterprise,Education,Singapore,Hybrid,Entry,4,Bachelor,1,1,1,1,1,77166,12,2023,High,3
5669,AI Engineer,Enterprise,Education,India,Onsite,Entry,4,Bachelor,1,1,1,0,1,120000,1,2024,Medium,3
8978,Data Engineer,Medium,Education,UK,Onsite,Entry,4,Bachelor,0,1,1,1,1,75787,12,2023,Low,3
11224,Machine Learning Engineer,Enterprise,E-commerce,India,Onsite,Entry,4,Master,1,1,1,0,1,108405,6,2025,Low,3
2052,Machine Learning Engineer,MNC,Retail,India,Onsite,Entry,4,Master,1,1,1,1,0,118163,12,2022,Low,1
10145,Data Scientist,Startup,Healthcare,Canada,Remote,Entry,4,Master,1,1,1,1,1,120000,6,2021,High,3
11480,Business Analyst,Enterprise,Technology,UK,Hybrid,Entry,4,Master,1,0,1,1,1,95608,2,2024,High,1
12582,Machine Learning Engineer,Startup,E-commerce,USA,Remote,Entry,4,Bachelor,0,0,1,1,1,112131,3,2022,High,2
8926,Data Analyst,Medium,Retail,Australia,Hybrid,Entry,4,Master,1,1,1,0,1,97708,5,2024,High,2
4338,Data Analyst,Enterprise,Education,Germany,Remote,Entry,4,Master,1,1,0,1,0,120000,8,2020,High,3
8206,Data Analyst,Enterprise,Finance,Canada,Onsite,Entry,4,Bachelor,1,0,1,1,1,120000,1,2023,High,1
2029,Data Scientist,Enterprise,Education,Canada,Remote,Entry,4,Bachelor,1,1,1,1,0,120000,12,2020,High,1
8323,Business Analyst,Medium,E-commerce,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,115067,1,2026,Medium,2
14261,Data Analyst,MNC,E-commerce,USA,Remote,Entry,4,Master,1,0,1,1,1,120000,11,2022,High,2
6386,Data Engineer,Medium,Retail,Canada,Remote,Entry,4,Master,1,1,1,1,1,89365,12,2020,High,3
6232,Data Engineer,MNC,Retail,UK,Hybrid,Entry,4,Bachelor,1,0,1,1,1,120000,3,2023,High,2
5707,Data Engineer,Medium,Education,UK,Onsite,Entry,4,Bachelor,1,0,1,0,1,87962,2,2026,Low,1
4453,Data Analyst,Startup,Technology,USA,Hybrid,Entry,4,Master,1,1,1,1,0,120000,1,2020,High,3
0,Data Scientist,Medium,Healthcare,USA,Onsite,Entry,4,Bachelor,0,1,1,1,1,84135,9,2021,Medium,3
530,Data Scientist,Enterprise,Healthcare,USA,Hybrid,Entry,4,Bachelor,1,1,1,1,1,95452,9,2023,Medium,1
4233,Data Analyst,MNC,Finance,USA,Remote,Entry,4,Master,1,0,1,1,1,120000,1,2026,High,3
13975,Data Engineer,MNC,Finance,Singapore,Hybrid,Entry,4,Master,0,0,1,1,1,89425,9,2024,High,3
0,AI Engineer,Medium,Healthcare,India,Remote,Entry,4,Master,1,0,0,1,1,90131,6,2023,High,3
8416,AI Engineer,Startup,Technology,USA,Hybrid,Entry,4,Master,1,1,0,1,0,120000,1,2022,Low,1
2718,Machine Learning Engineer,Startup,Technology,India,Onsite,Entry,4,Bachelor,1,1,0,0,0,90678,4,2022,Medium,5
0,Data Engineer,Startup,Education,Germany,Onsite,Entry,4,Master,0,1,0,0,1,120000,4,2024,High,5
0,Data Scientist,Medium,Education,UK,Hybrid,Entry,4,Master,1,1,1,0,1,120000,1,2025,High,5
6232,AI Engineer,Enterprise,E-commerce,Australia,Hybrid,Entry,4,Master,1,1,0,1,1,114956,10,2022,Medium,5
9486,Business Analyst,Enterprise,Healthcare,India,Onsite,Entry,4,Bachelor,1,1,1,0,1,77202,10,2024,Low,5
5069,AI Engineer,Medium,Healthcare,USA,Onsite,Entry,4,Bachelor,1,1,1,1,1,119035,8,2025,Low,5
1106,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,4,Master,1,1,0,0,0,70000,8,2025,Medium,5
1352,Data Analyst,Startup,Retail,Germany,Remote,Entry,4,Master,1,1,1,1,1,80408,5,2021,High,5
5351,AI Engineer,Medium,Retail,UK,Onsite,Entry,4,Master,0,1,0,1,1,104179,2,2025,Low,5
1098,Data Engineer,Startup,Education,USA,Onsite,Entry,4,Master,1,1,1,1,1,87779,12,2023,High,5
12649,Business Analyst,Startup,Healthcare,Australia,Hybrid,Entry,4,Master,0,1,1,1,1,70000,12,2022,High,5
5364,Data Analyst,Medium,Retail,Australia,Onsite,Entry,4,Master,1,0,1,1,1,81773,9,2024,High,5
7535,Machine Learning Engineer,MNC,Technology,Germany,Onsite,Entry,4,Bachelor,0,1,1,0,0,99639,1,2023,Medium,5
2030,Business Analyst,MNC,Technology,Australia,Remote,Entry,4,Bachelor,0,1,0,0,1,76382,11,2020,Medium,5
8671,Data Analyst,Medium,Education,USA,Hybrid,Entry,4,Bachelor,1,0,1,1,1,90896,1,2025,High,5
1392,Business Analyst,Enterprise,Finance,Canada,Hybrid,Entry,4,Master,1,0,1,0,1,70000,12,2023,Low,5
8896,Business Analyst,Startup,Healthcare,Canada,Hybrid,Entry,4,Master,1,1,1,0,1,70000,1,2023,High,5
4150,Business Analyst,Startup,Finance,Canada,Onsite,Entry,4,Bachelor,0,1,1,1,1,87697,10,2024,High,5
5285,AI Engineer,Startup,E-commerce,Australia,Hybrid,Entry,4,Bachelor,0,0,0,1,1,104464,12,2022,Low,6
6531,Machine Learning Engineer,Medium,Retail,Australia,Remote,Entry,4,Master,1,0,0,1,0,120000,1,2026,High,6
8003,Machine Learning Engineer,Medium,Healthcare,UK,Hybrid,Entry,4,Master,1,1,0,0,0,94047,4,2025,Low,6
5709,AI Engineer,Enterprise,E-commerce,India,Remote,Entry,4,Master,0,1,1,1,1,113089,4,2024,Low,1
3722,Business Analyst,Startup,Healthcare,India,Remote,Entry,4,Bachelor,1,1,0,0,1,70000,6,2024,High,2
1027,Machine Learning Engineer,MNC,Technology,Germany,Remote,Entry,4,Master,1,1,1,1,1,120000,1,2024,Medium,1
3003,Data Scientist,Enterprise,Education,India,Remote,Entry,4,Master,1,0,1,1,1,81605,12,2024,High,1
4455,Data Analyst,MNC,Finance,Singapore,Remote,Entry,4,Master,0,1,0,0,1,89371,12,2024,High,5
6796,Data Scientist,MNC,Finance,India,Remote,Entry,4,Master,1,1,1,1,1,88757,5,2023,High,4
3499,Machine Learning Engineer,Startup,E-commerce,Singapore,Remote,Entry,4,Master,0,0,1,1,1,114662,11,2025,Low,3
9647,Machine Learning Engineer,Startup,Finance,Australia,Remote,Entry,4,Bachelor,0,1,1,1,1,120000,6,2025,Medium,4
8131,Data Analyst,MNC,Finance,USA,Remote,Entry,4,Bachelor,0,1,1,0,1,98646,2,2023,High,3
0,Data Scientist,Medium,Retail,USA,Hybrid,Entry,4,Bachelor,1,0,1,1,1,118324,11,2023,High,3
1448,Machine Learning Engineer,MNC,Technology,USA,Remote,Entry,4,Master,1,1,1,0,0,120000,9,2024,Medium,3
550,Data Engineer,MNC,Technology,Canada,Remote,Entry,4,Bachelor,1,1,1,1,1,92063,11,2024,Low,4
3954,Business Analyst,Medium,Retail,India,Remote,Entry,4,Bachelor,0,1,0,1,0,89044,12,2023,Medium,3
591,Business Analyst,Medium,Retail,UK,Remote,Entry,4,Bachelor,1,1,0,1,1,119537,12,2024,High,2
2124,Data Engineer,MNC,Retail,India,Onsite,Entry,4,Bachelor,1,1,1,1,1,87508,1,2024,High,1
9450,Machine Learning Engineer,Medium,Technology,India,Remote,Entry,4,Bachelor,1,1,1,0,1,112323,3,2025,Medium,4
4094,AI Engineer,Startup,E-commerce,Germany,Remote,Entry,4,Bachelor,1,1,1,1,0,120000,10,2024,High,1
3599,Machine Learning Engineer,Medium,Retail,Australia,Remote,Entry,4,Master,1,1,1,0,1,120000,4,2025,High,4
0,Machine Learning Engineer,MNC,Finance,Canada,Onsite,Senior,10,Bachelor,1,1,1,1,1,122796,3,2026,Low,3
10148,Data Engineer,Startup,Healthcare,India,Remote,Mid,10,Master,1,1,1,1,1,96183,3,2026,Low,2
4146,Machine Learning Engineer,Startup,Education,USA,Remote,Senior,10,Bachelor,1,1,0,1,1,154899,3,2026,Low,4
0,AI Engineer,Startup,Finance,Canada,Hybrid,Mid,15,Bachelor,0,1,1,1,0,122507,3,2026,High,1
0,Data Scientist,MNC,Technology,India,Hybrid,Senior,10,PhD,0,0,1,1,1,98269,3,2026,Low,2
3066,AI Engineer,Enterprise,Technology,USA,Hybrid,Mid,15,Master,1,0,1,1,1,120058,3,2026,Low,1
0,Machine Learning Engineer,MNC,Finance,Canada,Onsite,Senior,7,Bachelor,1,0,0,0,1,173319,3,2026,Low,2
0,Data Scientist,Enterprise,Education,Germany,Remote,Mid,7,Master,1,1,1,0,1,102401,3,2026,High,1
11534,Machine Learning Engineer,Startup,E-commerce,Canada,Onsite,Senior,15,Bachelor,1,1,1,1,1,80542,3,2026,Low,1
4269,Data Scientist,Medium,Retail,India,Onsite,Senior,15,Master,1,1,1,1,1,105900,3,2026,Medium,4
4281,Data Scientist,Medium,E-commerce,Canada,Onsite,Senior,15,Bachelor,1,0,1,0,1,127300,3,2026,High,4
